experience_level,employment_type,position,salary_in_usd,remote_ratio,company_size,pais_empleado,pais_empleador
SE,FT,Engineer,243100,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,126300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,205000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,132000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,139700,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,106000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170886,0,M,Europe,Europe
SE,FT,Software Engineer,126582,0,M,Europe,Europe
SE,FT,Software Engineer,228000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,196000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,127000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,127000,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Scientist,175000,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Scientist,145000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,220500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,196000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,150000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,130000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,225030,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,171680,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,225000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,99000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,257000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,112800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,340500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,148000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,148700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,122740,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,176000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,77600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,180000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,90000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,134683,0,M,Europe,Europe
SE,FT,Data Engineer,114481,0,M,Europe,Europe
MI,FT,Data Engineer,205600,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,118900,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,176000,0,M,Europe,Europe
SE,FT,Data Engineer,77500,0,M,Europe,Europe
SE,FT,Data Engineer,176000,0,M,Europe,Europe
SE,FT,Data Engineer,77500,0,M,Europe,Europe
SE,FT,Data Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,90000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,272174,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,180870,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,207000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,155300,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,245100,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,176490,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,210000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,255000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,204000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,400000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,292000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,128700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,301200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,162000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,100000,100,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,75000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,155000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,180000,0,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,90000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,350000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,350000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,204500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,126000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,70000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,60000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,91100,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,66800,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,85000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,187000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,127500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,126000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,55300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,116706,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,70024,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,86767,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,60297,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,471500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,308000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,185500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,134500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,287500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,184000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,235750,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,287500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,184000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,356500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,184000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,222000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,140000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,183100,0,L,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,75700,0,L,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,90000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,189600,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,90300,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,87000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,64000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,211000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,132000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,110000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,122000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,180000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,122400,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,86000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,140000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,140000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,128800,0,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,60200,0,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,350000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,350000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,219000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,169000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,236100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,194820,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,230000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,175000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,350000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,225000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,190000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,180917,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,125250,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,139360,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,86840,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,171000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,95000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,215000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,113924,0,M,Europe,Europe
SE,FT,Software Engineer,101265,0,M,Europe,Europe
MI,FT,Software Engineer,127900,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,95970,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,289460,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,238520,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,350000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,219700,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,139600,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,286000,0,L,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,165500,0,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,252000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,168000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,214200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,117300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,214200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,117300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,287500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,255000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,225000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,167740,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,128119,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,121052,100,M,Europe,Europe
SE,FT,Software Engineer,89473,100,M,Europe,Europe
MI,FT,Software Engineer,89473,100,M,Europe,Europe
MI,FT,Software Engineer,57894,100,M,Europe,Europe
MI,FT,Software Engineer,158000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,69400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,320000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,154700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,425500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,224000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,203000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,113000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,255000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,157000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,191000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,101000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,135000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,108000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,75600,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,60500,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,75600,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,60500,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,75600,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,60500,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,190000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,152889,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,90000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,368000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,196000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,270250,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,144000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,132631,50,L,Europe,Europe
MI,FT,Software Engineer,164210,0,M,Europe,Europe
MI,FT,Software Engineer,87578,0,M,Europe,Europe
SE,FT,Software Engineer,200700,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,175800,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,202000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,141000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,100000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,219120,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,153935,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,251000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,311600,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,149040,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,216000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,147000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,229000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,156000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,160000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,125000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,344300,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,206100,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,218900,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,186065,100,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,267000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,158400,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,113630,0,M,Oceania,Oceania
EN,FT,Data Engineer,104969,0,M,Oceania,Oceania
SE,FT,Data Engineer,205000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,120000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,125000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,78000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,72000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,57894,0,M,Europe,Europe
EN,FT,Data Engineer,52631,0,M,Europe,Europe
MI,FT,Data Engineer,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,125000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,139217,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,119079,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,216000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,135000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,123000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,90000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,213850,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,136800,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,165000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,150000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,240000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,165000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,177000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,122000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,168150,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,106400,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,139650,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,106590,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,147000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,112200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,324000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,159000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,218368,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,218368,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,255000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,204000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,211200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,153600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,211200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,153600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,199000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,159200,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,218700,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,131200,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,146000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,102000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,202000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,141000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,244000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,166000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,244000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,166000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,183000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,125000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,202500,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,106500,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,114586,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,107570,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,143400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,76600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,213400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,102500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,291000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,197000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,202000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,141000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,100,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,240000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,225000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,210000,0,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,122500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,131385,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,87590,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,149880,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,64974,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,135000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,128000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,115000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,179000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,112000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,75000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,55000,100,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,47900,0,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,46600,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,74402,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,52000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,166000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,166000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,87360,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,58240,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,124000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,105400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,148000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,148000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,183500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,89400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,124000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,124000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,85000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,190000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,135000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,303000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,173100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,196900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,178286,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,185000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,148000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,190000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,140000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,217000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,195000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,190000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,175000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,63157,0,M,Europe,Europe
SE,FT,Data Scientist,47368,0,M,Europe,Europe
MI,FT,Data Scientist,71684,0,M,Europe,Europe
MI,FT,Data Scientist,60947,0,M,Europe,Europe
SE,FT,Data Scientist,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,170000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,73230,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,68640,0,M,NorthAmerica,NorthAmerica
